loading preprocessed files
0/8920 (epoch 0), train_loss = 4.181, time/batch = 0.115
5172/8920 (epoch 11), train_loss = 1.432, time/batch = 0.076
5173/8920 (epoch 11), train_loss = 1.394, time/batch = 0.073
5174/8920 (epoch 11), train_loss = 1.374, time/batch = 0.072
5175/8920 (epoch 11), train_loss = 1.374, time/batch = 0.079
5176/8920 (epoch 11), train_loss = 1.370, time/batch = 0.074
5177/8920 (epoch 11), train_loss = 1.394, time/batch = 0.070
5178/8920 (epoch 11), train_loss = 1.326, time/batch = 0.081
5179/8920 (epoch 11), train_loss = 1.410, time/batch = 0.074
5180/8920 (epoch 11), train_loss = 1.411, time/batch = 0.070
5181/8920 (epoch 11), train_loss = 1.422, time/batch = 0.071
5182/8920 (epoch 11), train_loss = 1.413, time/batch = 0.073
5183/8920 (epoch 11), train_loss = 1.399, time/batch = 0.074
5184/8920 (epoch 11), train_loss = 1.351, time/batch = 0.075
5185/8920 (epoch 11), train_loss = 1.376, time/batch = 0.070
5186/8920 (epoch 11), train_loss = 1.351, time/batch = 0.071
5187/8920 (epoch 11), train_loss = 1.412, time/batch = 0.075
5188/8920 (epoch 11), train_loss = 1.347, time/batch = 0.072
5189/8920 (epoch 11), train_loss = 1.335, time/batch = 0.072
5190/8920 (epoch 11), train_loss = 1.367, time/batch = 0.074
5191/8920 (epoch 11), train_loss = 1.362, time/batch = 0.072
5192/8920 (epoch 11), train_loss = 1.350, time/batch = 0.074
5193/8920 (epoch 11), train_loss = 1.432, time/batch = 0.071
5194/8920 (epoch 11), train_loss = 1.420, time/batch = 0.072
5195/8920 (epoch 11), train_loss = 1.398, time/batch = 0.070
5196/8920 (epoch 11), train_loss = 1.348, time/batch = 0.072
5197/8920 (epoch 11), train_loss = 1.343, time/batch = 0.072
5198/8920 (epoch 11), train_loss = 1.386, time/batch = 0.071
5199/8920 (epoch 11), train_loss = 1.395, time/batch = 0.070
5200/8920 (epoch 11), train_loss = 1.375, time/batch = 0.073
5201/8920 (epoch 11), train_loss = 1.402, time/batch = 0.072
5202/8920 (epoch 11), train_loss = 1.399, time/batch = 0.071
5203/8920 (epoch 11), train_loss = 1.345, time/batch = 0.075
5204/8920 (epoch 11), train_loss = 1.431, time/batch = 0.070
5205/8920 (epoch 11), train_loss = 1.340, time/batch = 0.070
5206/8920 (epoch 11), train_loss = 1.335, time/batch = 0.071
5207/8920 (epoch 11), train_loss = 1.385, time/batch = 0.071
5208/8920 (epoch 11), train_loss = 1.343, time/batch = 0.075
5209/8920 (epoch 11), train_loss = 1.324, time/batch = 0.075
5210/8920 (epoch 11), train_loss = 1.392, time/batch = 0.070
5211/8920 (epoch 11), train_loss = 1.375, time/batch = 0.071
5212/8920 (epoch 11), train_loss = 1.328, time/batch = 0.071
5213/8920 (epoch 11), train_loss = 1.390, time/batch = 0.071
5214/8920 (epoch 11), train_loss = 1.420, time/batch = 0.071
5215/8920 (epoch 11), train_loss = 1.402, time/batch = 0.069
5216/8920 (epoch 11), train_loss = 1.368, time/batch = 0.072
5217/8920 (epoch 11), train_loss = 1.442, time/batch = 0.071
5218/8920 (epoch 11), train_loss = 1.433, time/batch = 0.073
5219/8920 (epoch 11), train_loss = 1.441, time/batch = 0.071
5220/8920 (epoch 11), train_loss = 1.353, time/batch = 0.073
5221/8920 (epoch 11), train_loss = 1.375, time/batch = 0.071
5222/8920 (epoch 11), train_loss = 1.366, time/batch = 0.072
5223/8920 (epoch 11), train_loss = 1.392, time/batch = 0.074
5224/8920 (epoch 11), train_loss = 1.353, time/batch = 0.072
5225/8920 (epoch 11), train_loss = 1.307, time/batch = 0.074
5226/8920 (epoch 11), train_loss = 1.320, time/batch = 0.076
5227/8920 (epoch 11), train_loss = 1.366, time/batch = 0.073
5228/8920 (epoch 11), train_loss = 1.355, time/batch = 0.070
5229/8920 (epoch 11), train_loss = 1.332, time/batch = 0.071
5230/8920 (epoch 11), train_loss = 1.340, time/batch = 0.072
5231/8920 (epoch 11), train_loss = 1.364, time/batch = 0.071
5232/8920 (epoch 11), train_loss = 1.380, time/batch = 0.071
5233/8920 (epoch 11), train_loss = 1.347, time/batch = 0.071
5234/8920 (epoch 11), train_loss = 1.415, time/batch = 0.071
5235/8920 (epoch 11), train_loss = 1.378, time/batch = 0.072
5236/8920 (epoch 11), train_loss = 1.332, time/batch = 0.075
5237/8920 (epoch 11), train_loss = 1.382, time/batch = 0.073
5238/8920 (epoch 11), train_loss = 1.343, time/batch = 0.072
5239/8920 (epoch 11), train_loss = 1.288, time/batch = 0.069
5240/8920 (epoch 11), train_loss = 1.365, time/batch = 0.070
5241/8920 (epoch 11), train_loss = 1.354, time/batch = 0.071
5242/8920 (epoch 11), train_loss = 1.402, time/batch = 0.078
5243/8920 (epoch 11), train_loss = 1.365, time/batch = 0.070
5244/8920 (epoch 11), train_loss = 1.442, time/batch = 0.069
5245/8920 (epoch 11), train_loss = 1.349, time/batch = 0.073
5246/8920 (epoch 11), train_loss = 1.420, time/batch = 0.070
5247/8920 (epoch 11), train_loss = 1.325, time/batch = 0.071
5248/8920 (epoch 11), train_loss = 1.376, time/batch = 0.071
5249/8920 (epoch 11), train_loss = 1.368, time/batch = 0.069
5250/8920 (epoch 11), train_loss = 1.314, time/batch = 0.070
5251/8920 (epoch 11), train_loss = 1.370, time/batch = 0.070
5252/8920 (epoch 11), train_loss = 1.353, time/batch = 0.070
5253/8920 (epoch 11), train_loss = 1.423, time/batch = 0.075
5254/8920 (epoch 11), train_loss = 1.365, time/batch = 0.076
5255/8920 (epoch 11), train_loss = 1.451, time/batch = 0.068
5256/8920 (epoch 11), train_loss = 1.393, time/batch = 0.073
5257/8920 (epoch 11), train_loss = 1.403, time/batch = 0.071
5258/8920 (epoch 11), train_loss = 1.321, time/batch = 0.071
5259/8920 (epoch 11), train_loss = 1.339, time/batch = 0.073
5260/8920 (epoch 11), train_loss = 1.325, time/batch = 0.072
5261/8920 (epoch 11), train_loss = 1.344, time/batch = 0.069
5262/8920 (epoch 11), train_loss = 1.428, time/batch = 0.070
5263/8920 (epoch 11), train_loss = 1.429, time/batch = 0.072
5264/8920 (epoch 11), train_loss = 1.351, time/batch = 0.069
5265/8920 (epoch 11), train_loss = 1.362, time/batch = 0.074
5266/8920 (epoch 11), train_loss = 1.414, time/batch = 0.070
5267/8920 (epoch 11), train_loss = 1.360, time/batch = 0.072
5268/8920 (epoch 11), train_loss = 1.337, time/batch = 0.070
5269/8920 (epoch 11), train_loss = 1.380, time/batch = 0.072
5270/8920 (epoch 11), train_loss = 1.392, time/batch = 0.071
5271/8920 (epoch 11), train_loss = 1.330, time/batch = 0.072
5272/8920 (epoch 11), train_loss = 1.306, time/batch = 0.072
5273/8920 (epoch 11), train_loss = 1.320, time/batch = 0.071
5274/8920 (epoch 11), train_loss = 1.338, time/batch = 0.071
5275/8920 (epoch 11), train_loss = 1.359, time/batch = 0.075
5276/8920 (epoch 11), train_loss = 1.433, time/batch = 0.074
5277/8920 (epoch 11), train_loss = 1.349, time/batch = 0.072
5278/8920 (epoch 11), train_loss = 1.390, time/batch = 0.070
5279/8920 (epoch 11), train_loss = 1.376, time/batch = 0.072
5280/8920 (epoch 11), train_loss = 1.383, time/batch = 0.072
5281/8920 (epoch 11), train_loss = 1.346, time/batch = 0.071
5282/8920 (epoch 11), train_loss = 1.379, time/batch = 0.071
5283/8920 (epoch 11), train_loss = 1.329, time/batch = 0.071
5284/8920 (epoch 11), train_loss = 1.354, time/batch = 0.072
5285/8920 (epoch 11), train_loss = 1.344, time/batch = 0.070
5286/8920 (epoch 11), train_loss = 1.401, time/batch = 0.071
5287/8920 (epoch 11), train_loss = 1.364, time/batch = 0.075
5288/8920 (epoch 11), train_loss = 1.397, time/batch = 0.069
5289/8920 (epoch 11), train_loss = 1.370, time/batch = 0.071
5290/8920 (epoch 11), train_loss = 1.368, time/batch = 0.072
5291/8920 (epoch 11), train_loss = 1.428, time/batch = 0.071
5292/8920 (epoch 11), train_loss = 1.353, time/batch = 0.071
5293/8920 (epoch 11), train_loss = 1.400, time/batch = 0.076
5294/8920 (epoch 11), train_loss = 1.373, time/batch = 0.071
5295/8920 (epoch 11), train_loss = 1.316, time/batch = 0.072
5296/8920 (epoch 11), train_loss = 1.355, time/batch = 0.072
5297/8920 (epoch 11), train_loss = 1.358, time/batch = 0.071
5298/8920 (epoch 11), train_loss = 1.349, time/batch = 0.071
5299/8920 (epoch 11), train_loss = 1.439, time/batch = 0.069
5300/8920 (epoch 11), train_loss = 1.336, time/batch = 0.070
5301/8920 (epoch 11), train_loss = 1.404, time/batch = 0.071
5302/8920 (epoch 11), train_loss = 1.348, time/batch = 0.070
5303/8920 (epoch 11), train_loss = 1.315, time/batch = 0.069
5304/8920 (epoch 11), train_loss = 1.371, time/batch = 0.074
5305/8920 (epoch 11), train_loss = 1.344, time/batch = 0.072
5306/8920 (epoch 11), train_loss = 1.391, time/batch = 0.070
5307/8920 (epoch 11), train_loss = 1.405, time/batch = 0.070
5308/8920 (epoch 11), train_loss = 1.401, time/batch = 0.069
5309/8920 (epoch 11), train_loss = 1.408, time/batch = 0.072
5310/8920 (epoch 11), train_loss = 1.382, time/batch = 0.080
5311/8920 (epoch 11), train_loss = 1.386, time/batch = 0.071
5312/8920 (epoch 11), train_loss = 1.384, time/batch = 0.071
5313/8920 (epoch 11), train_loss = 1.379, time/batch = 0.072
5314/8920 (epoch 11), train_loss = 1.420, time/batch = 0.070
5315/8920 (epoch 11), train_loss = 1.404, time/batch = 0.070
5316/8920 (epoch 11), train_loss = 1.421, time/batch = 0.070
5317/8920 (epoch 11), train_loss = 1.345, time/batch = 0.071
5318/8920 (epoch 11), train_loss = 1.379, time/batch = 0.070
5319/8920 (epoch 11), train_loss = 1.332, time/batch = 0.072
5320/8920 (epoch 11), train_loss = 1.356, time/batch = 0.071
5321/8920 (epoch 11), train_loss = 1.384, time/batch = 0.075
5322/8920 (epoch 11), train_loss = 1.368, time/batch = 0.070
5323/8920 (epoch 11), train_loss = 1.357, time/batch = 0.071
5324/8920 (epoch 11), train_loss = 1.369, time/batch = 0.073
5325/8920 (epoch 11), train_loss = 1.410, time/batch = 0.071
5326/8920 (epoch 11), train_loss = 1.374, time/batch = 0.078
5327/8920 (epoch 11), train_loss = 1.389, time/batch = 0.073
5328/8920 (epoch 11), train_loss = 1.420, time/batch = 0.071
5329/8920 (epoch 11), train_loss = 1.413, time/batch = 0.071
5330/8920 (epoch 11), train_loss = 1.389, time/batch = 0.071
5331/8920 (epoch 11), train_loss = 1.364, time/batch = 0.071
5332/8920 (epoch 11), train_loss = 1.412, time/batch = 0.070
5333/8920 (epoch 11), train_loss = 1.382, time/batch = 0.071
5334/8920 (epoch 11), train_loss = 1.374, time/batch = 0.071
5335/8920 (epoch 11), train_loss = 1.379, time/batch = 0.071
5336/8920 (epoch 11), train_loss = 1.347, time/batch = 0.069
5337/8920 (epoch 11), train_loss = 1.450, time/batch = 0.070
5338/8920 (epoch 11), train_loss = 1.366, time/batch = 0.072
5339/8920 (epoch 11), train_loss = 1.409, time/batch = 0.072
5340/8920 (epoch 11), train_loss = 1.366, time/batch = 0.073
5341/8920 (epoch 11), train_loss = 1.351, time/batch = 0.070
5342/8920 (epoch 11), train_loss = 1.354, time/batch = 0.072
5343/8920 (epoch 11), train_loss = 1.359, time/batch = 0.076
5344/8920 (epoch 11), train_loss = 1.508, time/batch = 0.073
5345/8920 (epoch 11), train_loss = 1.369, time/batch = 0.072
5346/8920 (epoch 11), train_loss = 1.393, time/batch = 0.070
5347/8920 (epoch 11), train_loss = 1.325, time/batch = 0.072
5348/8920 (epoch 11), train_loss = 1.349, time/batch = 0.071
5349/8920 (epoch 11), train_loss = 1.351, time/batch = 0.071
5350/8920 (epoch 11), train_loss = 1.367, time/batch = 0.073
5351/8920 (epoch 11), train_loss = 1.374, time/batch = 0.070
5352/8920 (epoch 12), train_loss = 1.353, time/batch = 0.071
5353/8920 (epoch 12), train_loss = 1.340, time/batch = 0.071
5354/8920 (epoch 12), train_loss = 1.372, time/batch = 0.076
5355/8920 (epoch 12), train_loss = 1.382, time/batch = 0.071
5356/8920 (epoch 12), train_loss = 1.419, time/batch = 0.072
5357/8920 (epoch 12), train_loss = 1.333, time/batch = 0.071
5358/8920 (epoch 12), train_loss = 1.401, time/batch = 0.071
5359/8920 (epoch 12), train_loss = 1.367, time/batch = 0.071
5360/8920 (epoch 12), train_loss = 1.324, time/batch = 0.073
5361/8920 (epoch 12), train_loss = 1.295, time/batch = 0.070
5362/8920 (epoch 12), train_loss = 1.416, time/batch = 0.071
5363/8920 (epoch 12), train_loss = 1.321, time/batch = 0.072
5364/8920 (epoch 12), train_loss = 1.373, time/batch = 0.071
5365/8920 (epoch 12), train_loss = 1.362, time/batch = 0.069
5366/8920 (epoch 12), train_loss = 1.368, time/batch = 0.070
5367/8920 (epoch 12), train_loss = 1.367, time/batch = 0.072
5368/8920 (epoch 12), train_loss = 1.421, time/batch = 0.074
5369/8920 (epoch 12), train_loss = 1.346, time/batch = 0.072
5370/8920 (epoch 12), train_loss = 1.364, time/batch = 0.069
5371/8920 (epoch 12), train_loss = 1.382, time/batch = 0.073
5372/8920 (epoch 12), train_loss = 1.307, time/batch = 0.071
5373/8920 (epoch 12), train_loss = 1.333, time/batch = 0.072
5374/8920 (epoch 12), train_loss = 1.306, time/batch = 0.070
5375/8920 (epoch 12), train_loss = 1.324, time/batch = 0.071
5376/8920 (epoch 12), train_loss = 1.291, time/batch = 0.074
5377/8920 (epoch 12), train_loss = 1.373, time/batch = 0.074
5378/8920 (epoch 12), train_loss = 1.316, time/batch = 0.072
5379/8920 (epoch 12), train_loss = 1.303, time/batch = 0.073
5380/8920 (epoch 12), train_loss = 1.370, time/batch = 0.072
5381/8920 (epoch 12), train_loss = 1.371, time/batch = 0.068
5382/8920 (epoch 12), train_loss = 1.364, time/batch = 0.069
5383/8920 (epoch 12), train_loss = 1.391, time/batch = 0.072
5384/8920 (epoch 12), train_loss = 1.373, time/batch = 0.070
5385/8920 (epoch 12), train_loss = 1.355, time/batch = 0.072
5386/8920 (epoch 12), train_loss = 1.391, time/batch = 0.070
5387/8920 (epoch 12), train_loss = 1.356, time/batch = 0.074
5388/8920 (epoch 12), train_loss = 1.471, time/batch = 0.074
5389/8920 (epoch 12), train_loss = 1.438, time/batch = 0.072
5390/8920 (epoch 12), train_loss = 1.388, time/batch = 0.071
5391/8920 (epoch 12), train_loss = 1.408, time/batch = 0.072
5392/8920 (epoch 12), train_loss = 1.402, time/batch = 0.071
5393/8920 (epoch 12), train_loss = 1.448, time/batch = 0.075
5394/8920 (epoch 12), train_loss = 1.374, time/batch = 0.071
5395/8920 (epoch 12), train_loss = 1.368, time/batch = 0.070
5396/8920 (epoch 12), train_loss = 1.412, time/batch = 0.071
5397/8920 (epoch 12), train_loss = 1.411, time/batch = 0.073
5398/8920 (epoch 12), train_loss = 1.312, time/batch = 0.072
5399/8920 (epoch 12), train_loss = 1.301, time/batch = 0.071
5400/8920 (epoch 12), train_loss = 1.329, time/batch = 0.071
5401/8920 (epoch 12), train_loss = 1.331, time/batch = 0.072
5402/8920 (epoch 12), train_loss = 1.359, time/batch = 0.074
5403/8920 (epoch 12), train_loss = 1.325, time/batch = 0.070
5404/8920 (epoch 12), train_loss = 1.325, time/batch = 0.072
5405/8920 (epoch 12), train_loss = 1.374, time/batch = 0.073
5406/8920 (epoch 12), train_loss = 1.345, time/batch = 0.071
5407/8920 (epoch 12), train_loss = 1.377, time/batch = 0.069
5408/8920 (epoch 12), train_loss = 1.324, time/batch = 0.069
5409/8920 (epoch 12), train_loss = 1.403, time/batch = 0.071
5410/8920 (epoch 12), train_loss = 1.357, time/batch = 0.075
5411/8920 (epoch 12), train_loss = 1.350, time/batch = 0.071
5412/8920 (epoch 12), train_loss = 1.405, time/batch = 0.071
5413/8920 (epoch 12), train_loss = 1.365, time/batch = 0.073
5414/8920 (epoch 12), train_loss = 1.362, time/batch = 0.071
5415/8920 (epoch 12), train_loss = 1.417, time/batch = 0.072
5416/8920 (epoch 12), train_loss = 1.333, time/batch = 0.072
5417/8920 (epoch 12), train_loss = 1.385, time/batch = 0.071
5418/8920 (epoch 12), train_loss = 1.347, time/batch = 0.073
5419/8920 (epoch 12), train_loss = 1.418, time/batch = 0.068
5420/8920 (epoch 12), train_loss = 1.411, time/batch = 0.071
5421/8920 (epoch 12), train_loss = 1.396, time/batch = 0.077
5422/8920 (epoch 12), train_loss = 1.415, time/batch = 0.070
5423/8920 (epoch 12), train_loss = 1.288, time/batch = 0.071
5424/8920 (epoch 12), train_loss = 1.383, time/batch = 0.070
5425/8920 (epoch 12), train_loss = 1.319, time/batch = 0.071
5426/8920 (epoch 12), train_loss = 1.336, time/batch = 0.070
5427/8920 (epoch 12), train_loss = 1.408, time/batch = 0.072
5428/8920 (epoch 12), train_loss = 1.393, time/batch = 0.071
5429/8920 (epoch 12), train_loss = 1.394, time/batch = 0.071
5430/8920 (epoch 12), train_loss = 1.361, time/batch = 0.069
5431/8920 (epoch 12), train_loss = 1.402, time/batch = 0.071
5432/8920 (epoch 12), train_loss = 1.372, time/batch = 0.071
5433/8920 (epoch 12), train_loss = 1.279, time/batch = 0.070
5434/8920 (epoch 12), train_loss = 1.335, time/batch = 0.072
5435/8920 (epoch 12), train_loss = 1.378, time/batch = 0.069
5436/8920 (epoch 12), train_loss = 1.396, time/batch = 0.072
5437/8920 (epoch 12), train_loss = 1.403, time/batch = 0.072
5438/8920 (epoch 12), train_loss = 1.341, time/batch = 0.076
5439/8920 (epoch 12), train_loss = 1.343, time/batch = 0.071
5440/8920 (epoch 12), train_loss = 1.394, time/batch = 0.072
5441/8920 (epoch 12), train_loss = 1.361, time/batch = 0.072
5442/8920 (epoch 12), train_loss = 1.328, time/batch = 0.071
5443/8920 (epoch 12), train_loss = 1.346, time/batch = 0.074
5444/8920 (epoch 12), train_loss = 1.392, time/batch = 0.073
5445/8920 (epoch 12), train_loss = 1.363, time/batch = 0.071
5446/8920 (epoch 12), train_loss = 1.370, time/batch = 0.071
5447/8920 (epoch 12), train_loss = 1.420, time/batch = 0.069
5448/8920 (epoch 12), train_loss = 1.370, time/batch = 0.070
5449/8920 (epoch 12), train_loss = 1.402, time/batch = 0.072
5450/8920 (epoch 12), train_loss = 1.302, time/batch = 0.072
5451/8920 (epoch 12), train_loss = 1.408, time/batch = 0.071
5452/8920 (epoch 12), train_loss = 1.329, time/batch = 0.072
5453/8920 (epoch 12), train_loss = 1.356, time/batch = 0.072
5454/8920 (epoch 12), train_loss = 1.394, time/batch = 0.072
5455/8920 (epoch 12), train_loss = 1.335, time/batch = 0.075
5456/8920 (epoch 12), train_loss = 1.390, time/batch = 0.071
5457/8920 (epoch 12), train_loss = 1.365, time/batch = 0.071
5458/8920 (epoch 12), train_loss = 1.330, time/batch = 0.069
5459/8920 (epoch 12), train_loss = 1.357, time/batch = 0.071
5460/8920 (epoch 12), train_loss = 1.390, time/batch = 0.080
5461/8920 (epoch 12), train_loss = 1.332, time/batch = 0.069
5462/8920 (epoch 12), train_loss = 1.286, time/batch = 0.071
5463/8920 (epoch 12), train_loss = 1.336, time/batch = 0.069
5464/8920 (epoch 12), train_loss = 1.381, time/batch = 0.071
5465/8920 (epoch 12), train_loss = 1.357, time/batch = 0.072
5466/8920 (epoch 12), train_loss = 1.374, time/batch = 0.073
5467/8920 (epoch 12), train_loss = 1.390, time/batch = 0.070
5468/8920 (epoch 12), train_loss = 1.373, time/batch = 0.069
5469/8920 (epoch 12), train_loss = 1.416, time/batch = 0.072
5470/8920 (epoch 12), train_loss = 1.397, time/batch = 0.071
5471/8920 (epoch 12), train_loss = 1.327, time/batch = 0.072
5472/8920 (epoch 12), train_loss = 1.391, time/batch = 0.074
5473/8920 (epoch 12), train_loss = 1.395, time/batch = 0.075
5474/8920 (epoch 12), train_loss = 1.328, time/batch = 0.070
5475/8920 (epoch 12), train_loss = 1.343, time/batch = 0.069
5476/8920 (epoch 12), train_loss = 1.393, time/batch = 0.071
5477/8920 (epoch 12), train_loss = 1.430, time/batch = 0.073
5478/8920 (epoch 12), train_loss = 1.378, time/batch = 0.074
5479/8920 (epoch 12), train_loss = 1.387, time/batch = 0.071
5480/8920 (epoch 12), train_loss = 1.413, time/batch = 0.069
5481/8920 (epoch 12), train_loss = 1.337, time/batch = 0.073
5482/8920 (epoch 12), train_loss = 1.296, time/batch = 0.070
5483/8920 (epoch 12), train_loss = 1.364, time/batch = 0.070
5484/8920 (epoch 12), train_loss = 1.433, time/batch = 0.070
5485/8920 (epoch 12), train_loss = 1.348, time/batch = 0.072
5486/8920 (epoch 12), train_loss = 1.366, time/batch = 0.072
5487/8920 (epoch 12), train_loss = 1.381, time/batch = 0.071
5488/8920 (epoch 12), train_loss = 1.412, time/batch = 0.075
5489/8920 (epoch 12), train_loss = 1.430, time/batch = 0.071
5490/8920 (epoch 12), train_loss = 1.423, time/batch = 0.072
5491/8920 (epoch 12), train_loss = 1.419, time/batch = 0.070
5492/8920 (epoch 12), train_loss = 1.390, time/batch = 0.071
5493/8920 (epoch 12), train_loss = 1.402, time/batch = 0.074
5494/8920 (epoch 12), train_loss = 1.317, time/batch = 0.072
5495/8920 (epoch 12), train_loss = 1.349, time/batch = 0.070
5496/8920 (epoch 12), train_loss = 1.377, time/batch = 0.071
5497/8920 (epoch 12), train_loss = 1.379, time/batch = 0.072
5498/8920 (epoch 12), train_loss = 1.363, time/batch = 0.072
5499/8920 (epoch 12), train_loss = 1.339, time/batch = 0.070
5500/8920 (epoch 12), train_loss = 1.369, time/batch = 0.072
5501/8920 (epoch 12), train_loss = 1.360, time/batch = 0.069
5502/8920 (epoch 12), train_loss = 1.332, time/batch = 0.071
5503/8920 (epoch 12), train_loss = 1.381, time/batch = 0.072
5504/8920 (epoch 12), train_loss = 1.356, time/batch = 0.071
5505/8920 (epoch 12), train_loss = 1.371, time/batch = 0.073
5506/8920 (epoch 12), train_loss = 1.388, time/batch = 0.075
5507/8920 (epoch 12), train_loss = 1.376, time/batch = 0.070
5508/8920 (epoch 12), train_loss = 1.366, time/batch = 0.069
5509/8920 (epoch 12), train_loss = 1.386, time/batch = 0.072
5510/8920 (epoch 12), train_loss = 1.416, time/batch = 0.070
5511/8920 (epoch 12), train_loss = 1.384, time/batch = 0.078
5512/8920 (epoch 12), train_loss = 1.399, time/batch = 0.073
5513/8920 (epoch 12), train_loss = 1.488, time/batch = 0.072
5514/8920 (epoch 12), train_loss = 1.435, time/batch = 0.069
5515/8920 (epoch 12), train_loss = 1.393, time/batch = 0.071
5516/8920 (epoch 12), train_loss = 1.418, time/batch = 0.072
5517/8920 (epoch 12), train_loss = 1.400, time/batch = 0.071
5518/8920 (epoch 12), train_loss = 1.369, time/batch = 0.069
5519/8920 (epoch 12), train_loss = 1.339, time/batch = 0.072
5520/8920 (epoch 12), train_loss = 1.394, time/batch = 0.072
5521/8920 (epoch 12), train_loss = 1.467, time/batch = 0.072
5522/8920 (epoch 12), train_loss = 1.390, time/batch = 0.076
5523/8920 (epoch 12), train_loss = 1.379, time/batch = 0.073
5524/8920 (epoch 12), train_loss = 1.392, time/batch = 0.071
5525/8920 (epoch 12), train_loss = 1.363, time/batch = 0.070
5526/8920 (epoch 12), train_loss = 1.389, time/batch = 0.071
5527/8920 (epoch 12), train_loss = 1.417, time/batch = 0.076
5528/8920 (epoch 12), train_loss = 1.391, time/batch = 0.072
5529/8920 (epoch 12), train_loss = 1.389, time/batch = 0.072
5530/8920 (epoch 12), train_loss = 1.309, time/batch = 0.068
5531/8920 (epoch 12), train_loss = 1.359, time/batch = 0.073
5532/8920 (epoch 12), train_loss = 1.380, time/batch = 0.072
5533/8920 (epoch 12), train_loss = 1.332, time/batch = 0.070
5534/8920 (epoch 12), train_loss = 1.400, time/batch = 0.072
5535/8920 (epoch 12), train_loss = 1.356, time/batch = 0.070
5536/8920 (epoch 12), train_loss = 1.269, time/batch = 0.070
5537/8920 (epoch 12), train_loss = 1.322, time/batch = 0.070
5538/8920 (epoch 12), train_loss = 1.406, time/batch = 0.073
5539/8920 (epoch 12), train_loss = 1.376, time/batch = 0.073
5540/8920 (epoch 12), train_loss = 1.392, time/batch = 0.071
5541/8920 (epoch 12), train_loss = 1.306, time/batch = 0.071
5542/8920 (epoch 12), train_loss = 1.392, time/batch = 0.072
5543/8920 (epoch 12), train_loss = 1.309, time/batch = 0.071
5544/8920 (epoch 12), train_loss = 1.357, time/batch = 0.074
5545/8920 (epoch 12), train_loss = 1.404, time/batch = 0.073
5546/8920 (epoch 12), train_loss = 1.378, time/batch = 0.071
5547/8920 (epoch 12), train_loss = 1.331, time/batch = 0.070
5548/8920 (epoch 12), train_loss = 1.335, time/batch = 0.070
5549/8920 (epoch 12), train_loss = 1.371, time/batch = 0.072
5550/8920 (epoch 12), train_loss = 1.384, time/batch = 0.071
5551/8920 (epoch 12), train_loss = 1.404, time/batch = 0.072
5552/8920 (epoch 12), train_loss = 1.433, time/batch = 0.070
5553/8920 (epoch 12), train_loss = 1.368, time/batch = 0.073
5554/8920 (epoch 12), train_loss = 1.390, time/batch = 0.069
5555/8920 (epoch 12), train_loss = 1.330, time/batch = 0.081
5556/8920 (epoch 12), train_loss = 1.339, time/batch = 0.072
5557/8920 (epoch 12), train_loss = 1.398, time/batch = 0.071
5558/8920 (epoch 12), train_loss = 1.408, time/batch = 0.070
5559/8920 (epoch 12), train_loss = 1.378, time/batch = 0.070
5560/8920 (epoch 12), train_loss = 1.437, time/batch = 0.073
5561/8920 (epoch 12), train_loss = 1.379, time/batch = 0.074
5562/8920 (epoch 12), train_loss = 1.380, time/batch = 0.071
5563/8920 (epoch 12), train_loss = 1.346, time/batch = 0.072
5564/8920 (epoch 12), train_loss = 1.389, time/batch = 0.071
5565/8920 (epoch 12), train_loss = 1.368, time/batch = 0.071
5566/8920 (epoch 12), train_loss = 1.338, time/batch = 0.073
5567/8920 (epoch 12), train_loss = 1.337, time/batch = 0.075
5568/8920 (epoch 12), train_loss = 1.331, time/batch = 0.078
5569/8920 (epoch 12), train_loss = 1.344, time/batch = 0.076
5570/8920 (epoch 12), train_loss = 1.323, time/batch = 0.072
5571/8920 (epoch 12), train_loss = 1.370, time/batch = 0.070
5572/8920 (epoch 12), train_loss = 1.383, time/batch = 0.075
5573/8920 (epoch 12), train_loss = 1.388, time/batch = 0.073
5574/8920 (epoch 12), train_loss = 1.392, time/batch = 0.071
5575/8920 (epoch 12), train_loss = 1.372, time/batch = 0.070
5576/8920 (epoch 12), train_loss = 1.328, time/batch = 0.070
5577/8920 (epoch 12), train_loss = 1.352, time/batch = 0.075
5578/8920 (epoch 12), train_loss = 1.425, time/batch = 0.076
5579/8920 (epoch 12), train_loss = 1.380, time/batch = 0.072
5580/8920 (epoch 12), train_loss = 1.395, time/batch = 0.071
5581/8920 (epoch 12), train_loss = 1.400, time/batch = 0.071
5582/8920 (epoch 12), train_loss = 1.439, time/batch = 0.071
5583/8920 (epoch 12), train_loss = 1.386, time/batch = 0.069
5584/8920 (epoch 12), train_loss = 1.400, time/batch = 0.070
5585/8920 (epoch 12), train_loss = 1.412, time/batch = 0.072
5586/8920 (epoch 12), train_loss = 1.407, time/batch = 0.071
5587/8920 (epoch 12), train_loss = 1.385, time/batch = 0.071
5588/8920 (epoch 12), train_loss = 1.406, time/batch = 0.071
5589/8920 (epoch 12), train_loss = 1.335, time/batch = 0.075
5590/8920 (epoch 12), train_loss = 1.360, time/batch = 0.071
5591/8920 (epoch 12), train_loss = 1.372, time/batch = 0.074
5592/8920 (epoch 12), train_loss = 1.375, time/batch = 0.071
5593/8920 (epoch 12), train_loss = 1.369, time/batch = 0.074
5594/8920 (epoch 12), train_loss = 1.363, time/batch = 0.071
